openresearch-ai  | INFO:     127.0.0.1:37256 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:57100 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:41614 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:57898 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50256 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50818 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:46280 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:46954 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:37600 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:41978 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:51310 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:40102 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:55544 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:56672 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:33336 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:35776 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:32804 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:39240 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:44876 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:49634 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:58946 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:52868 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:39342 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:58370 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50746 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:47092 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:55922 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:59756 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:60450 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50906 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:44780 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:38962 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:55890 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:46026 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:56640 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:36488 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:37838 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:39724 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:60808 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:59086 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:48964 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:51830 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:37316 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:51806 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:60454 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50272 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:35592 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:43458 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50904 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:56064 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:51392 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50800 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50526 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:48076 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:57264 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:38046 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:41230 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:47038 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:58226 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:33922 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:50444 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:55098 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:41074 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:36646 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:58288 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:57350 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:33540 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:49902 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:39678 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:53354 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:48482 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:43800 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:36382 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:60230 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:34072 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:60386 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:44318 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:44566 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:42036 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:51652 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:46416 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:41488 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:36252 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:45660 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:53732 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:51554 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:60156 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:46658 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     127.0.0.1:55586 - "GET /health HTTP/1.1" 200 OK
openresearch-ai  | INFO:     Started server process [1]
openresearch-ai  | INFO:     Waiting for application startup.
openresearch-ai  | 
openresearch-ai  | ============================================================
openresearch-ai  |   🚀  OpenResearch AI Service — Starting up
openresearch-ai  | ============================================================
openresearch-ai  | 
openresearch-ai  | [1/5]  Initializing Groq AI client …
openresearch-ai  |   ✅  Groq ready (0.3s)
openresearch-ai  | 
openresearch-ai  | [2/5]  Loading embedding model (SPECTER2) …
openresearch-ai  |          This may take a minute on first run while weights are downloaded.
openresearch-ai  | No sentence-transformers model found with name allenai/specter2. Creating a new one with mean pooling.
openresearch-ai  | Failed to load SPECTER2: The PeftConfig config that is trying to be loaded is missing required keys: {'peft_type'}.
openresearch-ai  | No sentence-transformers model found with name allenai/specter2_base. Creating a new one with mean pooling.
